date,symbol,Sector,Close,entry,ValuationScore,MomentumScore,StageScore,QualityScore,QualityFlag,Stage,Substage,ScanScore,rr,base_days,base_range_pct,distance_pct,CompositeScore,Verdict
2026-07-03,METROPOLIS.NS,Health Care,555.95,555.95,,80.4,80.0,100.0,OK,2.0,2B,63.0,1.54,56.0,18.58,0.96,63.1,Hold / Add on pullback ↑
2026-07-03,MONARCH.NS,Financials,346.5,346.5,,68.6,80.0,100.0,OK,2.0,2B,65.13,1.2,37.0,10.88,0.3,59.0,Hold / Add on pullback ·
2026-07-03,NAHARINDUS.NS,Consumer Discretionary,119.85,119.85,,53.6,60.0,100.0,OK,1.0,basing (vol contracting),67.75,4.54,175.0,39.31,-2.48,48.8,Watch ·
2026-07-03,NAHARSPING.NS,Consumer Discretionary,265.4,265.4,,72.7,80.0,0.0,FAIL,2.0,2B,74.43,1.96,73.0,28.26,-0.01,0.0,Avoid (quality) ·
2026-07-03,NBCC.NS,Industrials,102.36,102.36,,27.1,60.0,100.0,OK,1.0,basing,55.54,6.27,155.0,36.48,-0.62,39.5,Watch ·
2026-07-03,NCLIND.NS,Materials,190.15,190.15,,25.1,60.0,100.0,OK,1.0,basing (vol contracting),51.86,3.3,140.0,27.17,1.63,38.8,Watch ·
2026-07-03,NIBE.NS,Industrials,1648.0,1648.0,,63.4,80.0,100.0,OK,2.0,2B,55.38,0.84,39.0,30.11,-2.26,57.2,Hold / Add on pullback ·
2026-07-03,NITINSPIN.NS,Consumer Discretionary,565.0,565.0,,86.2,80.0,100.0,OK,2.0,2B,73.24,1.64,51.0,17.84,-0.24,65.2,Hold / Add on pullback ·
2026-07-03,NIVABUPA.NS,Financials,86.62,86.62,,65.8,80.0,100.0,OK,2.0,2B,55.58,2.15,53.0,13.07,3.44,58.0,Hold / Add on pullback ·
2026-07-03,OMAXAUTO.NS,Consumer Discretionary,232.7,232.7,,85.2,80.0,100.0,OK,2.0,2B,59.54,2.13,53.0,28.56,2.43,64.8,Hold / Add on pullback ·
2026-07-03,PDSL.NS,Consumer Discretionary,366.65,366.65,,50.1,60.0,100.0,OK,1.0,basing (vol contracting),58.95,1.76,176.0,37.42,1.21,47.5,Watch ·
2026-07-03,PGHL.NS,Health Care,6355.0,6355.0,,72.0,60.0,100.0,OK,1.0,basing (vol contracting),65.72,2.38,37.0,13.15,1.92,55.2,Watch ↑
2026-07-03,PREMIERPOL.NS,Consumer Discretionary,68.35,68.35,,80.6,80.0,100.0,OK,2.0,2B,72.99,1.04,113.0,29.14,-1.84,63.2,Hold / Add on pullback ·
2026-07-03,PRUDENT.NS,Financials,3014.0,3014.0,,68.8,80.0,85.0,WATCH,2.0,2B,66.75,1.06,57.0,19.27,0.9,56.8,Hold / Add on pullback ·
2026-07-03,PTCIL.NS,Materials,17763.0,17763.0,,70.0,40.0,100.0,OK,3.0,topping,67.08,2.56,171.0,30.55,-1.38,49.5,Trim / Hold-tight ·
2026-07-03,RAJRATAN.NS,Materials,453.05,453.05,,65.6,40.0,100.0,OK,3.0,topping,55.51,1.04,73.0,17.73,-1.69,48.0,Trim / Hold-tight ·
2026-07-03,REDINGTON.NS,Information Technology,275.35,275.35,,48.2,60.0,100.0,OK,1.0,basing (vol contracting),59.76,1.6,149.0,36.47,-0.55,46.9,Watch ·
2026-07-03,REDTAPE.NS,Consumer Discretionary,139.18,139.18,,61.9,60.0,100.0,OK,1.0,basing (vol contracting),77.46,2.89,171.0,36.78,0.53,51.7,Watch ·
2026-07-03,RPGLIFE.NS,Health Care,2401.0,2401.0,,54.3,60.0,100.0,OK,1.0,basing (vol contracting),67.72,1.89,177.0,32.96,0.08,49.0,Watch ↑
2026-07-03,SANGAMIND.NS,Consumer Discretionary,552.5,552.5,,82.5,80.0,100.0,OK,2.0,2B,69.64,2.31,71.0,19.15,1.27,63.9,Hold / Add on pullback ·
2026-07-03,SAREGAMA.NS,Communication Services,485.75,485.75,,63.3,80.0,100.0,OK,2.0,2B,55.55,0.38,32.0,16.3,-3.18,57.2,Hold / Add on pullback ↓
2026-07-03,SARLAPOLY.NS,Consumer Discretionary,103.41,103.41,,55.0,80.0,100.0,OK,2.0,2B,59.38,3.05,150.0,37.11,-3.12,54.2,Hold / Add on pullback ·
2026-07-03,SATIN.NS,Financials,254.8,254.8,,87.7,80.0,85.0,WATCH,2.0,2B,55.17,0.71,52.0,23.2,-4.04,63.4,Hold / Add on pullback ·
2026-07-03,SHREEPUSHK.NS,Materials,405.0,405.0,,71.7,60.0,100.0,OK,1.0,basing (vol contracting),62.67,2.65,140.0,36.11,2.95,55.1,Watch ·
2026-07-03,SHYAMMETL.NS,Materials,955.1,955.1,,70.3,80.0,100.0,OK,2.0,2B,55.54,2.9,37.0,8.18,3.62,59.6,Hold / Add on pullback ·
2026-07-03,SKIPPER.NS,Utilities,574.95,574.95,,77.0,80.0,100.0,OK,2.0,2B,62.04,0.69,29.0,11.34,-1.22,62.0,Hold / Add on pullback ·
2026-07-03,SOMANYCERA.NS,Industrials,537.0,537.0,,62.1,80.0,100.0,OK,2.0,2B,59.03,1.59,43.0,11.64,2.99,56.7,Hold / Add on pullback ·
2026-07-03,SRGHFL.NS,Financials,307.0,307.0,,57.0,60.0,100.0,OK,1.0,basing (vol contracting),52.85,2.24,150.0,31.53,3.99,50.0,Watch ·
2026-07-03,STEELCAS.NS,Materials,310.8,310.8,,96.0,80.0,100.0,OK,2.0,2B,50.64,0.98,77.0,28.34,-2.15,68.6,Hold / Add on pullback ·
2026-07-03,SUNDRMFAST.NS,Consumer Discretionary,932.15,932.15,,37.4,60.0,100.0,OK,1.0,basing,52.71,1.81,176.0,30.56,1.29,43.1,Watch ·
2026-07-03,SUPRAJIT.NS,Consumer Discretionary,480.95,480.95,,65.2,60.0,100.0,OK,1.0,basing (vol contracting),80.74,2.48,175.0,24.46,0.68,52.8,Watch ·
2026-07-03,TVSSCS.NS,Industrials,136.41,136.41,,73.9,60.0,100.0,OK,1.0,basing (vol contracting),72.93,2.38,140.0,38.47,-0.95,55.9,Watch ·
2026-07-03,TVSSRICHAK.NS,Consumer Discretionary,4248.0,4248.0,,76.2,40.0,100.0,OK,3.0,topping,71.83,2.12,156.0,37.78,-1.25,51.7,Trim / Hold-tight ·
2026-07-03,USHAMART.NS,Materials,514.1,514.1,,82.9,80.0,100.0,OK,2.0,2B,59.05,0.6,60.0,16.22,-3.14,64.0,Hold / Add on pullback ·
2026-07-03,VARROC.NS,Consumer Discretionary,667.55,667.55,,74.7,60.0,100.0,OK,1.0,basing,60.66,1.45,179.0,32.31,-3.09,56.1,Watch ·
2026-07-03,VERANDA.NS,Consumer Discretionary,246.9,246.9,,75.0,60.0,100.0,OK,1.0,basing (vol contracting),66.51,0.84,50.0,15.78,-0.75,56.2,Watch ·
2026-07-03,VIESL.NS,Industrials,312.3,312.3,,82.7,80.0,0.0,FAIL,2.0,2B,52.37,1.37,78.0,33.7,-2.27,0.0,Avoid (quality) ·
2026-07-03,VIJAYA.NS,Health Care,1365.2,1365.2,,93.4,80.0,100.0,OK,2.0,2B,55.48,1.73,53.0,15.44,2.36,67.7,Hold / Add on pullback ↑
2026-07-03,VINCOFE.NS,Consumer Staples,154.27,154.27,,68.7,60.0,100.0,OK,1.0,basing,56.78,3.29,161.0,31.33,1.93,54.0,Watch ↓
2026-07-03,VISAKAIND.NS,Materials,80.0,80.0,,58.5,60.0,100.0,OK,1.0,basing,53.67,0.92,53.0,14.85,-0.1,50.5,Watch ·
2026-07-03,VISHNU.NS,Materials,622.0,622.0,,79.9,80.0,100.0,OK,2.0,2B,70.19,1.34,73.0,13.64,1.18,63.0,Hold / Add on pullback ·
2026-07-03,WANBURY.NS,Health Care,286.45,286.45,,75.2,80.0,0.0,FAIL,2.0,2B,56.94,1.44,141.0,34.78,-2.38,0.0,Avoid (quality) ↑
2026-07-03,WSTCSTPAPR.NS,Materials,529.4,529.4,,70.7,80.0,100.0,OK,2.0,2B,53.0,0.8,78.0,19.96,-3.47,59.7,Hold / Add on pullback ·
2026-07-15,513472.BO,,537.65,537.65,,80.8,40.0,,,3.0,topping,78.35,2.79,113.0,27.7,-0.09,38.3,Watch (no fundamentals) ·
2026-07-15,526530.BO,,128.3,128.3,,91.5,80.0,,,2.0,2B,77.75,1.27,55.0,25.32,-0.26,52.0,Watch (no fundamentals) ·
2026-07-15,532329.BO,,1010.0,1010.0,,67.9,80.0,,,2.0,2B,56.82,1.5,43.0,24.98,1.42,43.8,Watch (no fundamentals) ·
2026-07-15,539682.BO,,315.1,315.1,,93.5,80.0,,,2.0,2B,57.96,1.12,36.0,25.4,1.47,52.7,Watch (no fundamentals) ·
2026-07-15,544037.BO,,1783.75,1783.75,,67.0,80.0,,,2.0,2B,73.58,1.94,65.0,24.3,0.8,43.5,Watch (no fundamentals) ·
2026-07-15,544091.BO,,438.0,438.0,,77.3,80.0,,,2.0,2B,64.1,1.16,47.0,29.81,-0.47,47.1,Watch (no fundamentals) ·
2026-07-15,544332.BO,,410.0,410.0,,69.6,80.0,,,2.0,2B,60.12,1.7,44.0,19.52,1.52,44.4,Watch (no fundamentals) ·
2026-07-15,544431.BO,,121.0,121.0,,89.2,80.0,,,2.0,2B,53.92,3.12,69.0,17.66,2.95,51.2,Watch (no fundamentals) ·
2026-07-15,544501.BO,,146.75,146.75,,74.1,40.0,,,3.0,topping,68.04,1.1,76.0,28.24,-0.48,35.9,Watch (no fundamentals) ·
2026-07-15,5PAISA.NS,Financials,395.95,395.95,33.7,66.4,60.0,100.0,OK,1.0,basing (vol contracting),71.14,1.81,177.0,39.4,-0.96,61.7,Watch ·
2026-07-15,ACE.NS,Industrials,984.8,984.8,62.9,39.4,60.0,100.0,OK,1.0,basing (vol contracting),50.8,2.63,84.0,20.19,1.34,59.5,Accumulate ·
2026-07-15,ALIVUS.NS,Health Care,1166.2,1166.2,57.1,78.9,80.0,100.0,OK,2.0,2B,72.87,1.27,65.0,16.96,-0.12,76.9,Hold / Add on pullback ↑
2026-07-15,AMANTA.NS,Health Care,172.08,172.08,36.0,71.1,80.0,85.0,WATCH,2.0,2B,53.93,0.67,33.0,29.56,-3.56,66.6,Hold / Add on pullback ↑
2026-07-15,AMBIKCO.NS,Consumer Discretionary,1760.1,1760.1,65.0,82.0,80.0,100.0,OK,2.0,2B,68.77,1.23,70.0,17.57,-1.29,80.0,Hold / Add on pullback ·
2026-07-15,APCOTEXIND.NS,Materials,539.1,539.1,30.9,86.0,80.0,100.0,OK,2.0,2B,65.81,0.81,57.0,19.26,-1.77,72.8,Hold / Add on pullback ·
2026-07-15,APTUS.NS,Financials,293.35,293.35,55.7,40.7,60.0,100.0,OK,1.0,basing (vol contracting),67.53,2.75,161.0,36.05,0.15,58.2,Watch ·
2026-07-15,AVTNPL.NS,Consumer Staples,71.04,71.04,52.5,60.2,60.0,100.0,OK,1.0,basing (vol contracting),66.58,4.48,166.0,35.05,-1.59,64.2,Watch ↓
2026-07-15,AYMSYNTEX.NS,Consumer Discretionary,240.39,240.39,6.1,75.3,80.0,100.0,OK,2.0,2B,56.11,1.31,83.0,32.48,0.5,62.9,Hold / Add on pullback ·
2026-07-15,BOROSCI.NS,Health Care,161.58,162.03,39.6,71.9,80.0,100.0,OK,2.0,2B,61.0,0.98,42.0,19.01,0.0,70.1,Hold / Add on pullback ↑
2026-07-15,CANFINHOME.NS,Financials,912.25,912.25,83.3,74.3,40.0,100.0,OK,3.0,topping,66.97,1.95,176.0,20.48,2.67,71.8,Trim / Hold-tight ·
2026-07-15,CAPITALSFB.NS,Financials,298.6,298.6,86.9,69.0,60.0,100.0,OK,1.0,basing (vol contracting),52.98,0.98,72.0,20.25,-1.08,75.9,Accumulate ·
2026-07-15,CREDITACC.NS,Financials,1486.0,1487.7,49.6,70.7,80.0,100.0,OK,2.0,2B,60.19,1.7,162.0,34.74,-4.2,72.1,Hold / Add on pullback ·
2026-07-15,CUB.NS,Financials,223.42,223.22,64.7,78.8,40.0,100.0,OK,3.0,topping,57.04,1.17,140.0,28.91,-3.94,68.8,Trim / Hold-tight ·
2026-07-15,DCBBANK.NS,Financials,190.41,190.63,93.1,83.4,40.0,100.0,OK,3.0,topping,67.72,2.96,177.0,24.57,2.39,77.5,Trim / Hold-tight ·
2026-07-15,DENORA.NS,Industrials,903.1,903.1,18.9,70.9,80.0,100.0,OK,2.0,2B,50.02,1.53,83.0,31.56,-3.62,64.5,Hold / Add on pullback ·
2026-07-15,DIAMONDYD.NS,Consumer Staples,1187.9,1187.9,4.3,76.4,40.0,100.0,OK,3.0,topping,80.45,2.77,167.0,31.22,-0.24,52.8,Trim / Hold-tight ↓
2026-07-15,EPL.NS,Materials,237.98,237.98,44.2,70.4,100.0,100.0,OK,2.0,2A,70.93,2.27,86.0,17.88,0.97,75.7,Buy (rich) ·
2026-07-15,FDC.NS,Health Care,423.05,423.05,69.8,39.8,60.0,100.0,OK,1.0,basing (vol contracting),52.09,1.36,49.0,15.99,1.62,61.4,Accumulate ↑
2026-07-15,FUSION.NS,Financials,231.59,231.59,6.5,77.1,80.0,100.0,OK,2.0,2B,62.6,1.1,69.0,34.91,-0.74,63.6,Hold / Add on pullback ·
2026-07-15,GARFIBRES.NS,Consumer Discretionary,777.85,777.85,27.1,56.8,60.0,100.0,OK,1.0,basing (vol contracting),62.97,2.11,162.0,30.32,1.29,56.7,Watch ·
2026-07-15,GREENLAM.NS,Industrials,253.5,253.5,9.9,60.4,60.0,85.0,WATCH,1.0,basing (vol contracting),72.34,5.42,173.0,31.38,-1.44,51.4,Watch ·
2026-07-15,GREENPLY.NS,Materials,318.55,318.55,11.3,65.4,60.0,100.0,OK,1.0,basing (vol contracting),50.61,0.61,28.0,12.07,-1.52,55.7,Watch ·
2026-07-15,HARSHA.NS,Industrials,425.7,425.7,58.4,67.8,60.0,100.0,OK,1.0,basing (vol contracting),72.57,5.02,160.0,36.34,0.64,68.3,Watch ·
2026-07-15,HCG.NS,Health Care,674.4,674.4,2.7,66.5,60.0,85.0,WATCH,1.0,basing (vol contracting),50.69,0.98,61.0,14.43,0.28,51.7,Watch ↑
2026-07-15,HEALTHX.NS,Health Care,339.2,339.2,1.3,76.3,60.0,100.0,OK,1.0,basing (vol contracting),58.58,1.43,162.0,29.27,-3.97,57.0,Watch ↑
2026-07-15,HMVL.NS,Communication Services,88.07,88.07,75.5,75.5,80.0,0.0,FAIL,2.0,2B,60.61,2.33,36.0,18.36,1.37,0.0,Avoid (quality) ↓
2026-07-15,HNDFDS.NS,Consumer Staples,562.55,562.55,27.3,69.7,60.0,85.0,WATCH,1.0,basing (vol contracting),67.87,2.0,153.0,24.15,-1.37,59.0,Watch ↓
2026-07-15,HONAUT.NS,Information Technology,38585.0,38585.0,12.9,62.1,80.0,100.0,OK,2.0,2B,61.87,0.63,54.0,17.42,-3.58,60.0,Hold / Add on pullback ·
2026-07-15,IMPAL.NS,Consumer Discretionary,1128.7,1128.7,72.8,67.1,60.0,100.0,OK,1.0,basing (vol contracting),51.11,1.14,173.0,28.76,-4.24,71.7,Accumulate ·
2026-07-15,INDOSTAR.NS,Financials,265.65,265.65,34.1,47.6,60.0,100.0,OK,1.0,basing (vol contracting),55.75,1.15,47.0,22.33,-1.9,55.2,Watch ·
2026-07-15,JAMNAAUTO.NS,Consumer Discretionary,132.48,132.68,67.3,78.5,100.0,100.0,OK,2.0,2A,61.35,4.57,89.0,23.66,1.24,84.3,Buy ·
2026-07-15,JBMA.NS,Consumer Discretionary,688.35,688.2,5.6,67.0,80.0,85.0,WATCH,2.0,2B,64.84,1.82,78.0,19.16,-0.76,57.6,Hold / Add on pullback ·
2026-07-15,JGCHEM.NS,Materials,444.0,445.05,34.0,51.2,80.0,100.0,OK,2.0,2B,54.55,1.65,69.0,19.35,-0.09,61.4,Hold / Add on pullback ·
2026-07-15,JINDALSAW.NS,Industrials,254.45,254.45,57.0,74.8,80.0,100.0,OK,2.0,2B,59.01,2.49,83.0,26.02,-1.9,75.4,Hold / Add on pullback ·
2026-07-15,KAJARIACER.NS,Industrials,1240.5,1240.5,28.4,66.8,80.0,100.0,OK,2.0,2B,58.87,2.07,78.0,18.28,1.58,65.5,Hold / Add on pullback ·
2026-07-15,KIMS.NS,Health Care,821.0,821.0,0.0,75.7,80.0,85.0,WATCH,2.0,2B,67.9,1.51,65.0,18.49,-2.38,59.2,Hold / Add on pullback ↑
2026-07-15,KOPRAN.NS,Health Care,206.1,208.0,46.2,70.5,80.0,100.0,OK,2.0,2B,57.87,1.56,47.0,20.35,3.97,71.2,Hold / Add on pullback ↑
2026-07-15,KRISHIVAL.NS,Consumer Staples,402.2,402.2,39.3,58.4,60.0,100.0,OK,1.0,basing (vol contracting),58.87,8.92,154.0,32.58,-2.54,60.3,Watch ↓
2026-07-15,LALPATHLAB.NS,Health Care,1773.0,1773.0,14.4,76.5,60.0,100.0,OK,1.0,basing (vol contracting),63.04,1.4,72.0,24.19,-3.71,60.4,Watch ↑
2026-07-15,LLOYDSENT.NS,Materials,79.19,79.19,45.4,68.7,80.0,0.0,FAIL,2.0,2B,60.75,1.52,49.0,21.75,-0.41,0.0,Avoid (quality) ·
2026-07-15,LMW.NS,Industrials,16365.0,16365.0,0.0,65.0,60.0,100.0,OK,1.0,basing (vol contracting),77.0,3.74,155.0,31.38,-1.92,52.8,Watch ·
2026-07-15,MAHLIFE.NS,Real Estate,374.6,374.6,,46.1,60.0,100.0,OK,1.0,basing (vol contracting),67.36,1.78,173.0,30.59,-2.07,46.1,Watch ·
2026-07-15,MANAPPURAM.NS,Financials,329.8,329.8,44.3,80.7,80.0,70.0,WATCH,2.0,2B,72.09,2.7,177.0,31.73,-1.81,69.8,Hold / Add on pullback ·
2026-07-15,MENONBE.NS,Consumer Discretionary,178.5,178.5,50.3,88.4,80.0,100.0,OK,2.0,2B,62.32,1.25,35.0,16.1,2.24,78.5,Hold / Add on pullback ·
2026-07-15,METROPOLIS.NS,Health Care,577.25,577.25,13.1,77.3,80.0,100.0,OK,2.0,2B,64.51,0.8,68.0,18.53,-2.49,65.3,Hold / Add on pullback ↑
2026-07-15,MINDACORP.NS,Consumer Discretionary,680.25,680.25,40.6,77.8,80.0,100.0,OK,2.0,2B,55.87,1.78,30.0,10.48,3.15,72.4,Hold / Add on pullback ·
2026-07-15,MMFL.NS,Materials,521.7,521.7,39.8,95.7,80.0,85.0,WATCH,2.0,2B,71.73,1.47,146.0,32.96,-1.64,76.2,Hold / Add on pullback ·
2026-07-15,MONARCH.NS,Financials,358.5,358.3,74.9,62.6,80.0,85.0,WATCH,2.0,2B,55.75,0.69,49.0,14.52,-2.47,73.4,Hold / Add on pullback ·
2026-07-15,MUFIN.NS,Financials,127.85,127.85,10.4,86.2,80.0,70.0,WATCH,2.0,2B,62.71,3.98,176.0,35.26,-4.62,63.3,Hold / Add on pullback ·
2026-07-15,NAZARA.NS,Consumer Discretionary,308.05,308.05,20.5,61.2,80.0,100.0,OK,2.0,2B,59.05,3.3,167.0,33.37,-3.39,61.5,Hold / Add on pullback ·
2026-07-15,NITINSPIN.NS,Consumer Discretionary,562.2,562.2,77.5,87.1,80.0,100.0,OK,2.0,2B,72.01,2.69,63.0,17.73,0.86,84.9,Hold / Add on pullback ·
2026-07-15,NIVABUPA.NS,Financials,86.73,86.73,20.0,70.3,80.0,100.0,OK,2.0,2B,62.56,3.31,65.0,13.09,3.13,64.6,Hold / Add on pullback ·
2026-07-15,OLECTRA.NS,Industrials,1386.5,1386.5,33.6,62.2,80.0,100.0,OK,2.0,2B,52.77,1.85,68.0,27.92,0.65,65.2,Hold / Add on pullback ·
2026-07-15,OMAXAUTO.NS,Consumer Discretionary,245.51,245.51,74.0,87.7,80.0,100.0,OK,2.0,2B,62.24,1.01,65.0,28.52,-2.78,84.2,Hold / Add on pullback ·
2026-07-15,ONDOOR.NS,Consumer Discretionary,192.0,192.0,65.5,80.5,80.0,0.0,FAIL,2.0,2B,53.16,4.46,96.0,34.46,-3.65,0.0,Avoid (quality) ·
2026-07-15,POLYPLEX.NS,Materials,1058.65,1058.0,52.5,66.7,80.0,0.0,FAIL,2.0,2B,54.24,1.06,55.0,20.02,-0.83,0.0,Avoid (quality) ·
2026-07-15,PRECOT.NS,Consumer Discretionary,818.25,818.25,39.8,84.0,80.0,100.0,OK,2.0,2B,57.5,1.7,47.0,25.79,3.89,74.3,Hold / Add on pullback ·
2026-07-15,PRICOLLTD.NS,Consumer Discretionary,622.0,622.45,55.7,75.5,40.0,100.0,OK,3.0,topping,77.2,1.76,174.0,21.46,1.34,65.3,Trim / Hold-tight ·
2026-07-15,PRUDENT.NS,Financials,2975.5,2975.5,24.9,80.1,80.0,85.0,WATCH,2.0,2B,58.47,4.77,69.0,19.25,2.34,67.0,Hold / Add on pullback ·
2026-07-15,RAIN.NS,Materials,208.5,208.5,62.9,85.8,80.0,0.0,FAIL,2.0,2B,71.28,1.09,42.0,18.63,1.07,0.0,Avoid (quality) ·
2026-07-15,REDINGTON.NS,Information Technology,285.15,285.15,77.1,57.5,60.0,100.0,OK,1.0,basing (vol contracting),55.84,1.64,161.0,36.47,-3.97,69.4,Accumulate ·
2026-07-15,RELIGARE.NS,Financials,265.0,265.0,16.9,67.5,60.0,100.0,OK,1.0,basing (vol contracting),70.3,3.2,154.0,31.0,1.64,57.9,Watch ·
2026-07-15,RGL.NS,Consumer Discretionary,119.25,119.25,84.5,41.0,60.0,100.0,OK,1.0,basing (vol contracting),57.05,2.09,68.0,26.18,-0.88,65.5,Accumulate ·
2026-07-15,SARLAPOLY.NS,Consumer Discretionary,102.88,102.88,62.2,51.9,80.0,0.0,FAIL,2.0,2B,56.8,2.14,84.0,20.79,0.77,0.0,Avoid (quality) ·
2026-07-15,SGIL.NS,Industrials,602.1,602.1,19.3,74.3,60.0,85.0,WATCH,1.0,basing (vol contracting),64.16,1.97,65.0,21.84,2.67,58.6,Watch ·
2026-07-15,SIS.NS,Industrials,438.35,438.35,34.3,91.7,80.0,100.0,OK,2.0,2B,69.42,1.22,40.0,18.98,0.83,75.7,Hold / Add on pullback ·
2026-07-15,SJS.NS,Consumer Discretionary,2169.1,2169.1,33.5,88.4,80.0,100.0,OK,2.0,2B,53.51,2.0,69.0,21.02,-3.84,74.3,Hold / Add on pullback ·
2026-07-15,SOBHA.NS,Real Estate,1503.1,1503.1,,44.6,60.0,100.0,OK,1.0,basing (vol contracting),53.66,2.12,142.0,30.43,-2.29,45.6,Watch ·
2026-07-15,SOMANYCERA.NS,Industrials,534.5,534.5,43.7,61.0,80.0,100.0,OK,2.0,2B,56.31,2.38,55.0,11.64,3.47,67.3,Hold / Add on pullback ·
2026-07-15,SPARC.NS,Health Care,254.96,254.81,98.7,85.2,80.0,85.0,WATCH,2.0,2B,59.17,1.38,50.0,37.97,-1.9,87.2,Hold / Add on pullback ↑
2026-07-15,SRGHFL.NS,Financials,310.25,310.25,49.4,57.2,60.0,100.0,OK,1.0,basing (vol contracting),58.68,2.02,162.0,31.56,2.79,62.4,Watch ·
2026-07-15,SSWL.NS,Consumer Discretionary,253.15,253.15,60.2,73.9,80.0,100.0,OK,2.0,2B,74.82,0.9,30.0,13.39,-0.16,75.9,Hold / Add on pullback ·
2026-07-15,STEELCAS.NS,Materials,304.5,304.5,29.9,91.1,80.0,100.0,OK,2.0,2B,62.71,2.0,89.0,28.56,-0.87,74.4,Hold / Add on pullback ·
2026-07-15,SUNDRMFAST.NS,Consumer Discretionary,960.0,960.0,30.1,51.8,60.0,100.0,OK,1.0,basing (vol contracting),71.54,1.51,174.0,30.51,-1.48,55.7,Watch ·
2026-07-15,SUPRAJIT.NS,Consumer Discretionary,491.6,491.6,27.6,66.1,60.0,100.0,OK,1.0,basing (vol contracting),81.1,2.31,162.0,25.65,-1.23,60.0,Watch ·
2026-07-15,SUYOG.NS,Industrials,873.4,873.4,73.6,70.7,80.0,100.0,OK,2.0,2B,50.73,0.99,96.0,30.48,-4.19,78.1,Hold / Add on pullback ·
2026-07-15,TALBROAUTO.NS,Consumer Discretionary,396.7,396.7,56.0,85.4,80.0,100.0,OK,2.0,2B,50.65,0.87,54.0,30.7,-4.35,78.9,Hold / Add on pullback ·
2026-07-15,TVSSRICHAK.NS,Consumer Discretionary,4176.6,4179.8,30.3,67.1,40.0,100.0,OK,3.0,topping,77.26,4.8,168.0,37.63,0.78,56.1,Trim / Hold-tight ·
2026-07-15,UJJIVANSFB.NS,Financials,66.56,66.56,66.5,87.6,80.0,100.0,OK,2.0,2B,75.95,1.21,173.0,28.87,-2.39,82.3,Hold / Add on pullback ·
2026-07-15,UNIMECH.NS,Industrials,1216.3,1216.3,13.0,64.3,80.0,100.0,OK,2.0,2B,58.16,1.13,35.0,15.01,1.31,60.8,Hold / Add on pullback ·
2026-07-15,USHAMART.NS,Materials,499.15,500.45,24.7,80.2,80.0,100.0,OK,2.0,2B,75.78,1.18,72.0,16.15,-0.06,69.2,Hold / Add on pullback ·
2026-07-15,VIJAYA.NS,Health Care,1387.6,1387.6,3.3,90.8,80.0,100.0,OK,2.0,2B,70.11,1.62,65.0,15.44,0.71,67.6,Hold / Add on pullback ↑
2026-07-15,VISHNU.NS,Materials,619.0,619.0,39.4,81.8,80.0,100.0,OK,2.0,2B,70.41,1.73,85.0,13.61,1.92,73.5,Hold / Add on pullback ·
2026-07-15,VIYASH.NS,Health Care,280.1,280.1,5.6,89.9,80.0,100.0,OK,2.0,2B,61.48,0.84,56.0,24.54,-2.82,67.9,Hold / Add on pullback ↑
2026-07-15,WINDMACHIN.NS,Industrials,312.5,312.5,34.6,49.8,80.0,100.0,OK,2.0,2B,54.3,1.4,89.0,23.72,-2.06,61.1,Hold / Add on pullback ·
2026-07-15,ZIMLAB.NS,Health Care,118.2,118.2,0.0,71.5,80.0,100.0,OK,2.0,2B,62.56,1.65,64.0,35.09,-1.87,60.0,Hold / Add on pullback ↑
2026-07-15,ZOTA.NS,Health Care,1382.0,1382.0,3.9,51.6,60.0,100.0,OK,1.0,basing (vol contracting),63.61,2.19,174.0,32.19,1.57,49.0,Watch ↑
2026-07-21,504176.BO,,626.7,626.7,,43.7,60.0,,,1.0,basing (vol contracting),51.95,1.05,155.0,33.57,-2.55,30.3,Watch (no fundamentals) ·
2026-07-21,526530.BO,,129.2,129.2,,86.5,80.0,,,2.0,2B,74.93,2.71,61.0,25.32,-0.95,50.3,Watch (no fundamentals) ·
2026-07-21,532329.BO,,1017.0,1017.0,,70.9,80.0,,,2.0,2B,62.76,1.33,49.0,24.98,0.72,44.8,Watch (no fundamentals) ·
2026-07-21,538715.BO,,406.35,406.35,,64.4,60.0,,,1.0,basing (vol contracting),57.55,3.48,152.0,35.0,1.26,37.5,Watch (no fundamentals) ·
2026-07-21,543787.BO,,1174.0,1174.0,,83.2,80.0,,,2.0,2B,61.28,1.17,61.0,26.19,1.75,49.1,Watch (no fundamentals) ·
2026-07-21,543874.BO,,93.9,93.9,,76.5,40.0,,,3.0,topping,62.7,1.34,175.0,33.3,-2.85,36.8,Watch (no fundamentals) ·
2026-07-21,AIMTRON.NS,Information Technology,1320.0,1320.0,7.9,85.8,80.0,100.0,OK,2.0,2B,62.3,1.08,48.0,22.78,-0.38,67.0,Hold / Add on pullback ·
2026-07-21,AMANTA.NS,Health Care,167.93,167.93,36.6,74.7,80.0,85.0,WATCH,2.0,2B,66.73,1.51,40.0,29.56,-1.18,68.0,Hold / Add on pullback ↑
2026-07-21,AMBIKCO.NS,Consumer Discretionary,1735.0,1735.0,64.8,79.7,80.0,100.0,OK,2.0,2B,72.11,2.41,76.0,17.48,0.64,79.1,Hold / Add on pullback ·
