date,symbol,exchange,deal_type,side,client,qty,price
2026-06-16,NIITLTD,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,1358144,101.97
2026-06-16,NIITLTD,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,1209541,101.8
2026-06-16,NIITLTD,NSE,bulk,SELL,HRTI PRIVATE LIMITED,700177,100.48
2026-06-16,NIKKIGL,BSE,bulk,SELL,SWATI AGARWALA,50000.0,21.5
2026-06-16,NIKKIGL,BSE,bulk,BUY,PANKAJKUMAR JAYANTILAL PATEL,96022.0,21.5
2026-06-16,NIKKIGL,BSE,bulk,SELL,DESAI RAJIV BHIKHALAL,17555.0,21.5
2026-06-16,NIKKIGL,BSE,bulk,SELL,DESAI KIRANBEN RAJIVKUMAR,24630.0,21.5
2026-06-16,NILAINFRA,NSE,bulk,BUY,CARE WEALTH ADVISORS LLP .,1977456,8
2026-06-16,NILAINFRA,NSE,bulk,SELL,JAINAM BROKING LIMITED,1977456,8
2026-06-16,NXT-INFRA,NSE,bulk,BUY,NUVAMA WEALTH FINANCE LIMITED,5150000,97
2026-06-16,NXT-INFRA,NSE,bulk,SELL,LARSEN & TOUBRO LIMITED,5150000,97
2026-06-16,ONDOOR,NSE,bulk,BUY,SHREYANS NAHAR .,34800,191.49
2026-06-16,ONDOOR,NSE,bulk,SELL,KYZER SHIPPING AND LOGISTICS PRIVATE LIMITED,40200,191.5
2026-06-16,PGEL,NSE,bulk,BUY,GRAVITON RESEARCH CAPITAL LLP,1599799,519.63
2026-06-16,PGEL,NSE,bulk,SELL,GRAVITON RESEARCH CAPITAL LLP,1599799,520.09
2026-06-16,PPARIVAH,BSE,bulk,BUY,QUANTUMGROWTH PARTNERS LLP,1200.0,171.45
2026-06-16,PPARIVAH,BSE,bulk,SELL,QUANTUMGROWTH PARTNERS LLP,108000.0,170.01
2026-06-16,PRIMECAPM,BSE,bulk,SELL,RAHUL  HARSH,125000.0,6.24
2026-06-16,QFIL,NSE,bulk,BUY,TAPASVI  BHARGAVA,38000,58.7
2026-06-16,QFIL,NSE,bulk,SELL,SATELLITE DEVELOPERS PRIVATE LIMITED,38000,58.7
2026-06-16,QUADFUTURE,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,320002,416.15
2026-06-16,QUADFUTURE,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,203957,412.45
2026-06-16,QUADFUTURE,NSE,bulk,BUY,QE SECURITIES LLP,263585,413.69
2026-06-16,QUADFUTURE,NSE,bulk,BUY,HRTI PRIVATE LIMITED,189830,411.77
2026-06-16,QUADFUTURE,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,338186,414.08
2026-06-16,QUADFUTURE,NSE,bulk,SELL,QE SECURITIES LLP,272367,411.98
2026-06-16,QUADFUTURE,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,203957,412.7
2026-06-16,QUADFUTURE,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,320002,416.23
2026-06-16,QUADFUTURE,NSE,bulk,SELL,HRTI PRIVATE LIMITED,208569,411.44
2026-06-16,QUADFUTURE,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,339666,414.23
2026-06-16,QUESTLAB,NSE,bulk,BUY,YASHVI HITESH PATEL,114000,102.93
2026-06-16,QUESTLAB,NSE,bulk,BUY,YASH HITESH PATEL,105600,102.1
2026-06-16,QUESTLAB,NSE,bulk,SELL,NEWTONLY PRIVATE LIMITED,187200,100.32
2026-06-16,RGL,BSE,bulk,BUY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1640000.0,106.58
2026-06-16,RIIL,NSE,bulk,BUY,QE SECURITIES LLP,80241,844.8
2026-06-16,RIIL,NSE,bulk,BUY,INFINITY DATA TECHNOLOGIES PRIVATE LIMITED,347600,843.84
2026-06-16,RIIL,NSE,bulk,SELL,INFINITY DATA TECHNOLOGIES PRIVATE LIMITED,279464,837.85
2026-06-16,RIIL,NSE,bulk,SELL,QE SECURITIES LLP,80309,844.05
2026-06-16,RPTECH,NSE,bulk,BUY,L7 SECURITIES PRIVATE LIMITED,13000,649.76
2026-06-16,RPTECH,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,332935,635.63
2026-06-16,RPTECH,NSE,bulk,BUY,QE SECURITIES LLP,533648,639.06
2026-06-16,RPTECH,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,343389,641.05
2026-06-16,RPTECH,NSE,bulk,SELL,QE SECURITIES LLP,554884,652.59
2026-06-16,RPTECH,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,370681,640.78
2026-06-16,RPTECH,NSE,bulk,SELL,L7 SECURITIES PRIVATE LIMITED,367328,605.9
2026-06-16,RPTECH,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,332935,635.83
2026-06-16,RTL,NSE,bulk,BUY,PACEMAN SALES PROMOTION P LTD,84000,86.5
2026-06-16,SANGANI,NSE,bulk,BUY,BHUPENDRA D PATEL HUF,78000,45.48
2026-06-16,SAWACA,BSE,bulk,SELL,THULASIBABU KARJALA RAJASEKHAR,4081792.0,0.3
2026-06-16,SAYAJIHOTL,BSE,bulk,SELL,SANYA  DHANANI,594100.0,302.5
2026-06-16,SAYAJIHOTL,BSE,bulk,BUY,AZHAR YUSUF DHANANI,622165.0,302.5
2026-06-16,SHAH,NSE,bulk,BUY,DHANJIT REAL TRADE LLP,7246129,4.76
2026-06-16,SHAH,NSE,bulk,SELL,DHANJIT REAL TRADE LLP,7287226,4.76
2026-06-16,SHAH-RE1,NSE,bulk,SELL,RAJNIKANT SOMNATHBHAI MISTRY,593736,0.05
2026-06-16,SHAKTIPR,BSE,bulk,BUY,AMIT DHIRAJLAL MEHTA,400000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,SELL,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,300000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,SELL,SETU SECURITIES PVT LTD,500000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,SELL,F3 ADVISORS PRIVATE LIMITED,706135.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,F3 ADVISORS PRIVATE LIMITED,10.0,20.71
2026-06-16,SHAKTIPR,BSE,bulk,SELL,NILAMBEN KEVALKUMAR SANGHAVI,200000.0,20.7
2026-06-16,SHAKTIPR,BSE,bulk,BUY,MADANLAL BASITMAL SONI,200000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,JITEN YOGESH JOSHI,213000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,DISHANG PARESH JOSHI,213000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,ZALAK PARESH JOSHI,213000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,PRINCE AMITBHAI MEHTA,400000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,SACHIN GOVINDLAL MODI,350000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,RATHOD MANOJ CHHAGANLAL HUF,150000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,SELL,RATHOD MANOJ CHHAGANLAL HUF,42041.0,20.71
2026-06-16,SHAKTIPR,BSE,bulk,SELL,VICKY RAJESH JHAVERI,2028993.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,SELL,HARSHA RAJESHBHAI JHAVERI,1250000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,SANDEEP MOTILAL SHAH,436000.0,19.81
2026-06-16,SHAKTIPR,BSE,bulk,SELL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,500000.0,18.98
2026-06-16,SHAKTIPR,BSE,bulk,SELL,ASHUTOSH DHIRENDRAKUMAR MANIAR,1300000.0,20.56
2026-06-16,SHAKTIPR,BSE,bulk,BUY,SHAH NILESHBHAI SURESHBHAI,150000.0,18.75
2026-06-16,SHAKTIPR,BSE,bulk,BUY,NEO APEX SHARE BROKING SERVICES LLP,1160845.0,18.75
2026-06-16,SHAYONAENG,BSE,bulk,BUY,KIFS  ENTERPRISE,20000.0,139.83
2026-06-16,SINTERCOM,NSE,bulk,BUY,BELLWETHER CAPITAL PRIVATE LIMITED,162449,74.87
2026-06-16,SINTERCOM,NSE,bulk,SELL,SUNITA AGGARWAL,375146,74.78
2026-06-16,SONATSOFTW,NSE,bulk,BUY,POLUNIN EMERGING MARKETS SMALL CAP FUND LLC,1921834,295.12
2026-06-16,SONATSOFTW,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,1446428,300.03
2026-06-16,SONATSOFTW,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,1447550,300.32
2026-06-16,TIPCO,BSE,bulk,BUY,SETU SECURITIES PRIVATE LIMITED,300800.0,168.7
2026-06-16,TIPCO,BSE,bulk,BUY,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,3200.0,165.1
2026-06-16,TIPCO,BSE,bulk,SELL,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,302400.0,168.7
2026-06-16,UCIL,BSE,bulk,BUY,VIKAS GOYAL,240967.0,98.56
2026-06-16,UCIL,BSE,bulk,SELL,KIRAN MITTAL,225000.0,98.66
2026-06-16,UNIVASTU,NSE,bulk,BUY,KRISHNA AWTAR JAGANNATH KABRA HUF,541535,90.23
2026-06-16,UNIVASTU,NSE,bulk,SELL,KRISHNA AWTAR JAGANNATH KABRA HUF,541535,89.95
2026-06-16,ZENIFIB,BSE,bulk,SELL,ALPHA STITCH ART PVT LTD,103500.0,51.86
2026-06-16,ZENIFIB,BSE,bulk,BUY,PINKY SANJEEV RUNGTA,103500.0,51.86
2026-06-16,ZUARI,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,271611,244.58
2026-06-16,ZUARI,NSE,bulk,BUY,QE SECURITIES LLP,237399,239.67
2026-06-16,ZUARI,NSE,bulk,SELL,QE SECURITIES LLP,234260,244.42
2026-06-16,ZUARI,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,271611,244.69
2026-06-17,7NR,BSE,bulk,SELL,UMANG VIJAYKUMAR TRIVEDI,730230.0,5.72
2026-06-17,A1L,BSE,bulk,SELL,EKLINGJI BROKING LLP,3989040.0,9.82
2026-06-17,ADISHAKTI,BSE,bulk,BUY,DEVENDRA BANKATLAL RATHI,200000.0,14.26
2026-06-17,ADISHAKTI,BSE,bulk,BUY,ARORA FIBRES LIMITED,300000.0,13.93
2026-06-17,ADISHAKTI,BSE,bulk,SELL,PAWAN KUMAR MITTAL,480000.0,14.2
2026-06-17,ADISHAKTI,BSE,bulk,SELL,PINE VIEW PORTFOLIO CONSULTANTS PRIVATE LIMITED,100000.0,14.3
2026-06-17,ADISHAKTI,BSE,bulk,BUY,RADHAKRISHNAN  BHAVANI,70000.0,14.29
2026-06-17,AGIIL,NSE,bulk,BUY,ARIHANT CAPITAL MARKETS LIMITED,674390,370.09
2026-06-17,AGIIL,NSE,bulk,SELL,ARIHANT CAPITAL MARKETS LIMITED,658671,370.19
2026-06-17,ASHNI,BSE,bulk,SELL,ADITYA ENTERPRISE,2500000.0,3.05
2026-06-17,ATALREAL,NSE,bulk,BUY,ACME CAPITAL MARKET LIMITED,869188,31.37
2026-06-17,ATALREAL,NSE,bulk,BUY,ALTIZEN VENTURES LLP,1716303,31.29
2026-06-17,ATALREAL,NSE,bulk,SELL,ALTIZEN VENTURES LLP,1677650,31.45
2026-06-17,ATALREAL,NSE,bulk,SELL,CULLINAN OPPRTS FUND VCC-CULLINAN OPPORTUNITIES INCORPORATED VCC SUB FUND 1,665052,31.32
2026-06-17,ATALREAL,NSE,bulk,SELL,ACME CAPITAL MARKET LIMITED,909188,31.34
2026-06-17,BANG,NSE,bulk,SELL,NISHANT PITTI,199912,29.26
2026-06-17,BLUSPRING,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,750173,103.49
2026-06-17,BLUSPRING,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,752322,103.65
2026-06-17,BORANA,NSE,bulk,SELL,AFFLUENCE FINCON SERVICE PRIVATE LIMITED,148215,324.37
2026-06-17,BOSTON,BSE,bulk,SELL,DIVYA KANDA,69037.0,5.43
2026-06-17,BRIJLEAS,BSE,bulk,SELL,ANSHSINGH RAGHUVIRSIGH MAKHIJA,35000.0,9.5
2026-06-17,CARTRADE,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,238902,2640.61
2026-06-17,CARTRADE,NSE,bulk,BUY,QE SECURITIES LLP,241682,2637.11
2026-06-17,CARTRADE,NSE,bulk,BUY,HRTI PRIVATE LIMITED,308464,2644.1
2026-06-17,CARTRADE,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,258633,2641.45
2026-06-17,CARTRADE,NSE,bulk,SELL,HRTI PRIVATE LIMITED,309674,2652.65
2026-06-17,CARTRADE,NSE,bulk,SELL,QE SECURITIES LLP,238093,2651.81
2026-06-17,CORONA,NSE,bulk,BUY,HDFC MUTUAL FUND,2333333,1730
2026-06-17,CORONA,NSE,bulk,BUY,ABERDEEN ASIAN SMALLER COMPANIES INVESTMENT TRUST PLC,450868,1730
2026-06-17,CORONA,NSE,bulk,BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,462035,1730
2026-06-17,CORONA,NSE,bulk,SELL,SEPIA INVESTMENTS LIMITED,4328943,1730
2026-06-17,CORONA,NSE,block,BUY,ABERDEEN ASIAN SMALLER COMPANIES INVESTMENT TRUST PLC,450868,1730
2026-06-17,CORONA,NSE,block,BUY,ABERDEEN STANDARD SICAV I - ASIAN SMALLER COMPANIES FUND,274132,1730
2026-06-17,CORONA,NSE,block,BUY,ABU DHABI INVESTMENT AUTHORITY - WAY,39130,1730
2026-06-17,CORONA,NSE,block,BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,490000,1730
2026-06-17,CORONA,NSE,block,BUY,FACTORY MUTUAL INSURANCE COMPANY,10670,1730
2026-06-17,CORONA,NSE,block,BUY,TCW WHITE OAK EMERGING MARKETS EQUITY FUND,1920,1730
2026-06-17,CORONA,NSE,block,BUY,ASHOKA WHITEOAK EMERGING MARKETS EQUITY EX CHINA FUND,29520,1730
2026-06-17,CORONA,NSE,block,BUY,WHITEOAK CAPITAL MUTUAL FUND,145000,1730
2026-06-17,CORONA,NSE,block,BUY,HDFC MUTUAL FUND,2450000,1730
2026-06-17,CORONA,NSE,block,BUY,INDIA ACORN ICAV - ASHOKA WHITEOAK EMERGING MARKETS EQUITY FUND,148686,1730
2026-06-17,CORONA,NSE,block,BUY,INVESCO MUTUAL FUND,289017,1730
2026-06-17,CORONA,NSE,block,BUY,KOTAK MAHINDRA MUTUAL FUND,161861,1730
2026-06-17,CORONA,NSE,block,SELL,SEPIA INVESTMENTS LIMITED,4328943,1730
2026-06-17,CORONA,NSE,block,SELL,ANCHOR PARTNERS,161861,1730
2026-06-17,CRANESSOFT,BSE,bulk,BUY,ARORA TIMBER INTERNATIONAL PRIVATE LIMITED,2545000.0,3.66
2026-06-17,CRANESSOFT,BSE,bulk,SELL,TECHUNI VENTURES PRIVATE LIMITED,2500769.0,3.66
2026-06-17,DOMS,NSE,bulk,BUY,AXIS MUTUAL FUND,361637,2200
2026-06-17,DOMS,NSE,bulk,BUY,SBI MUTUAL FUND,583000,2200
2026-06-17,DOMS,NSE,bulk,BUY,SBI MUTUAL FUND,349800,2200
2026-06-17,DOMS,NSE,bulk,SELL,FILA - FABBRICA ITALIANA LAPIS ED AFFINI SPA,2340184,2200.55
2026-06-17,DOMS,NSE,bulk,SELL,FILA - FABBRICA ITALIANA LAPIS ED AFFINI SPA,1908000,2200.07
2026-06-17,DURLAX,NSE,bulk,SELL,RG  HUF,200000,47.53
2026-06-17,EENTER,BSE,bulk,BUY,KANTA  AGARWALA,15000.0,22.22
2026-06-17,EENTER,BSE,bulk,SELL,AKSHAT  JAIN,4999.0,22.22
2026-06-17,EENTER,BSE,bulk,SELL,NIHARIKA  JAIN,10001.0,22.22
2026-06-17,FALCONTECH,NSE,bulk,BUY,SHRISHTI AGRAWAL,12000,12.49
2026-06-17,FALCONTECH,NSE,bulk,SELL,SHRISHTI AGRAWAL,78000,12.45
2026-06-17,FILME,BSE,bulk,BUY,NISHANT INBUILD LIMITED,245000.0,2.07
2026-06-17,FILME,BSE,bulk,BUY,VISAGAR FINANCIAL SERVICES LIMITED,110.0,1.93
2026-06-17,FILME,BSE,bulk,SELL,VISAGAR FINANCIAL SERVICES LIMITED,225110.0,2.07
2026-06-17,FILME,BSE,bulk,BUY,VASM CONSULTANTS PRIVATE LIMITED,209904.0,2.07
2026-06-17,FILME,BSE,bulk,SELL,GRID TRADING PRIVATE LIMITED,227085.0,2.07
2026-06-17,FINPIPE,NSE,bulk,SELL,HDFC LIFE INSURANCE CO. LTD.,4270000,169.71
2026-06-17,FINPIPE,BSE,bulk,SELL,HDFC LIFE INSURANCE COMPANY LIMITED,3777909.0,169.62
2026-06-17,FMEC,BSE,bulk,BUY,MSB E TRADE SECURITIES LIMITED,853.0,15.66
2026-06-17,FMEC,BSE,bulk,SELL,MSB E TRADE SECURITIES LIMITED,384904.0,15.57
2026-06-17,FMEC,BSE,bulk,BUY,MOHINDER PARSHAD AGGARWAL,840263.0,15.57
2026-06-17,FTL,BSE,bulk,BUY,MRITYUNJAY  CHAUDHARY,20000.0,20.34
2026-06-17,GALAGEX,BSE,bulk,SELL,SHREE TULSI INFRACON PRIVATE LIMITED,97436.0,63.5
2026-06-17,GALAGEX,BSE,bulk,BUY,PROGNOSIS SECURITIES PVT. LTD.,105000.0,63.41
2026-06-17,GANONPRO,BSE,bulk,BUY,DARSHAN KIRAN WALKE,77048.0,14.49
2026-06-17,GANONPRO,BSE,bulk,SELL,RAJENDRA NAMDEO SONAWANE,75300.0,14.49
2026-06-17,GCSL,NSE,bulk,BUY,MANSUKH STOCK  BROKERS LIMITED,125000,428
2026-06-17,GCSL,NSE,bulk,BUY,MANSUKH SECURITIES & FINANCE LIMITED,156690,428.27
2026-06-17,GCSL,NSE,bulk,BUY,NEO APEX VENTURE LLP,121867,428.07
2026-06-17,GCSL,NSE,bulk,SELL,NEO APEX VENTURE LLP,109201,428.64
2026-06-17,GCSL,NSE,bulk,SELL,MOHAMED IRFAN MOHAMED LATIF SHAIKH,785000,428.03
2026-06-17,GCSL,NSE,bulk,SELL,MANSUKH SECURITIES & FINANCE LIMITED,19870,430.99
2026-06-17,GLPL,BSE,bulk,SELL,AVIRAT ENTERPRISE,51000.0,42.92
2026-06-17,GSMFOILS,NSE,bulk,BUY,IMRAN KHAN,225500,216.66
2026-06-17,GSMFOILS,NSE,bulk,SELL,NEIGHBOURHOOD INVESTMENT PRIVATE LIMITED,159500,217.38
2026-06-17,IEML,NSE,bulk,BUY,NIRAJ UMESH JOSHI,214500,52.5
2026-06-17,IEML,NSE,bulk,SELL,LC VENTURE DEBT FUND,200000,52.5
2026-06-17,IEML,NSE,bulk,SELL,NIRAJ UMESH JOSHI,69500,47.8
2026-06-17,IFCI,NSE,bulk,BUY,HRTI PRIVATE LIMITED,13584488,91.73
2026-06-17,IFCI,NSE,bulk,SELL,HRTI PRIVATE LIMITED,14089769,91.76
2026-06-17,IGARASHI,NSE,bulk,BUY,QE SECURITIES LLP,268667,432.82
2026-06-17,IGARASHI,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,409152,430.84
2026-06-17,IGARASHI,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,201690,431.48
2026-06-17,IGARASHI,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,326847,432.32
2026-06-17,IGARASHI,NSE,bulk,BUY,GRT STRATEGIC VENTURES LLP,228184,431.95
2026-06-17,IGARASHI,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,409152,431.01
2026-06-17,IGARASHI,NSE,bulk,SELL,GINNI FINANCEPVT.LTD.,227764,422.28
2026-06-17,IGARASHI,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,200569,431.9
2026-06-17,IGARASHI,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,326847,432.88
2026-06-17,IGARASHI,NSE,bulk,SELL,QE SECURITIES LLP,268985,423.6
2026-06-17,IGARASHI,NSE,bulk,SELL,GRT STRATEGIC VENTURES LLP,228184,432.19
2026-06-17,INLANPR,BSE,bulk,SELL,YASH  MAHESHWARI,34000.0,50.34
2026-06-17,ISERA,BSE,bulk,SELL,NEO APEX VENTURE LLP,55878.0,110.29
2026-06-17,ISERA,BSE,bulk,BUY,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,56456.0,110.29
2026-06-17,KITEX,NSE,bulk,SELL,C K G SUPER MARKET LIMITED,1393926,155.2
2026-06-17,KLL,NSE,bulk,BUY,DEEPTI CHHAJER,121600,33.98
2026-06-17,KLL,NSE,bulk,SELL,NIRAJ DHANRAJ CHHAJER,121600,33.98
2026-06-17,LAMOSAIC,NSE,bulk,BUY,VISHAL MAHESH WAGHELA,156000,33.52
2026-06-17,LAMOSAIC,NSE,bulk,BUY,MAHESH MULCHAND WAGHELA,120000,33.5
2026-06-17,LAMOSAIC,NSE,bulk,BUY,VISHAL MAHESH WAGHELA,66000,33.05
2026-06-17,LAMOSAIC,NSE,bulk,BUY,ONVO AQUARRIUS PRIVATE LIMITED,54600,33.98
2026-06-17,LAMOSAIC,NSE,bulk,SELL,VISHAL MAHESH WAGHELA,48000,33.54
2026-06-17,LAMOSAIC,NSE,bulk,SELL,KUBER EQUITY SERVICES LLP,57000,33.5
2026-06-17,LAMOSAIC,NSE,bulk,SELL,VIKAS RAMESH MEHTA,108000,33.5
2026-06-17,MAFIA,BSE,bulk,SELL,DIPTIBEN MUKESHBHAI PATEL,24000.0,6.06
2026-06-17,MARBLE,BSE,bulk,SELL,SVK TRADING PRIVATE LIMITED,148748.0,96.44
2026-06-17,MARKOLINES,NSE,bulk,BUY,VISTAAR TRADING SERVICE PRIVATE LIMITED,61969,168.79
2026-06-17,MARKOLINES,NSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,144000,165.16
2026-06-17,MARKOLINES,NSE,bulk,SELL,VISTAAR TRADING SERVICE PRIVATE LIMITED,144115,165.97
2026-06-17,MIDEASTP,BSE,bulk,SELL,JYOTI K SHAH,100000.0,32.8
2026-06-17,MOTISONS,NSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,5800000,14.15
2026-06-17,MOTISONS,NSE,bulk,SELL,MINT FOCUSED GROWTH FUND PCC- CELL 1,9000000,14.1
2026-06-17,MPEL,NSE,bulk,BUY,MIDAS FLEXIPACKS PVT LTD,48000,42.47
2026-06-17,MPEL,NSE,bulk,SELL,BAAHUBALI ENTERPRISE,48000,42.5
2026-06-17,MSTCLTD,NSE,bulk,BUY,HRTI PRIVATE LIMITED,374972,694.71
2026-06-17,MSTCLTD,NSE,bulk,SELL,HRTI PRIVATE LIMITED,399803,697.1
2026-06-17,MTARTECH,NSE,bulk,BUY,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,156425,8084.34
2026-06-17,MTARTECH,NSE,bulk,BUY,HRTI PRIVATE LIMITED,231111,8151.56
2026-06-17,MTARTECH,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,155470,8120.75
2026-06-17,MTARTECH,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,163800,8161.53
2026-06-17,MTARTECH,NSE,bulk,SELL,HRTI PRIVATE LIMITED,231288,8151.61
2026-06-17,MTARTECH,NSE,bulk,SELL,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,156425,8108.51
2026-06-17,MTARTECH,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,157469,8127.16
2026-06-17,MTARTECH,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,163800,8166.28
2026-06-17,NACDAC,BSE,bulk,SELL,SATYAVIBHUMUPPANA,76000.0,25.17
2026-06-17,OLATECH,BSE,bulk,SELL,PUSHPA A MADRECHA,32375.0,85.31
2026-06-17,ORIENTTR,BSE,bulk,SELL,VEENA KANTILAL CHAWALLA,89351.0,4.78
2026-06-17,ORIENTTR,BSE,bulk,BUY,VEENA KANTILAL CHAWALLA,302205.0,4.47
2026-06-17,ORIENTTR,BSE,bulk,BUY,RAHUL  MISHRA,300000.0,4.34
2026-06-17,ORIENTTR,BSE,bulk,SELL,SUMEET PAL SINGH,400000.0,4.34
2026-06-17,PARAS,NSE,bulk,BUY,HRTI PRIVATE LIMITED,611120,1205.45
2026-06-17,PARAS,NSE,bulk,BUY,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,405502,1227.45
2026-06-17,PARAS,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,728897,1222.76
2026-06-17,PARAS,NSE,bulk,SELL,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,405502,1219.28
2026-06-17,PARAS,NSE,bulk,SELL,HRTI PRIVATE LIMITED,565442,1211.16
2026-06-17,PARAS,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,727752,1223.12
2026-06-17,PARLEIND,BSE,bulk,SELL,EPITOME TRADING AND INVESTMENTS,449850.0,12.25
2026-06-17,PVVINFRA,BSE,bulk,BUY,KTR CONSTRUCTIONS LLP,648214.0,3.8
2026-06-17,RAMASTEEL,NSE,bulk,SELL,PINE OAK GLOBAL FUND,10000000,5
2026-06-17,RATNAVEER,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,497144,178.14
2026-06-17,RATNAVEER,NSE,bulk,BUY,HRTI PRIVATE LIMITED,367761,177.89
2026-06-17,RATNAVEER,NSE,bulk,BUY,MATHISYS QUANTCAP LLP,362002,177.44
2026-06-17,RATNAVEER,NSE,bulk,BUY,ARIHANT CAPITAL MARKETS LIMITED,2182057,175.66
2026-06-17,RATNAVEER,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,435215,180.11
2026-06-17,RATNAVEER,NSE,bulk,BUY,TRADE DELTA LLP,1220000,180.83
2026-06-17,RATNAVEER,NSE,bulk,BUY,QE SECURITIES LLP,322310,178.11
2026-06-17,RATNAVEER,NSE,bulk,SELL,QE SECURITIES LLP,363312,177.14
2026-06-17,RATNAVEER,NSE,bulk,SELL,MATHISYS QUANTCAP LLP,363140,176.75
2026-06-17,RATNAVEER,NSE,bulk,SELL,ARIHANT CAPITAL MARKETS LIMITED,2165306,179.01
2026-06-17,RATNAVEER,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,469260,178.48
2026-06-17,RATNAVEER,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,435215,180.24
2026-06-17,RATNAVEER,NSE,bulk,SELL,HRTI PRIVATE LIMITED,341496,176.99
2026-06-17,REPONO,BSE,bulk,SELL,CHANAKYA OPPORTUNITIES FUND I,150000.0,72.13
2026-06-17,RPTECH,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,380376,701.4
2026-06-17,RPTECH,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,777430,704.93
2026-06-17,RPTECH,NSE,bulk,BUY,QE SECURITIES LLP,719927,700.22
2026-06-17,RPTECH,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,750216,699.98
